1,1,113.4,1183,4.3222,4,0,0,0.030687
1,2,81.468,1183,6.3561,3,0,1,2.945
1,3,88.815,1183,4.9237,1,1,0,0.28397
1,4,124.26,1183,4.0925,3,1,1,0.61649
1,5,308.56,1183,3.9058,3,1,0,0.58577
1,6,6.2311,1183,3.8945,4,0,0,1.3003
2,1,177.89,909.24,3.7552,3,0,0,1.2758
2,2,221.24,909.24,5.1877,2,0,1,1.4945
2,3,221.43,909.24,3.336,3,1,0,0.6243
2,4,3.8462,909.24,4.9877,1,1,1,2.552
2,5,5.261,909.24,4.3877,3,1,0,1.939
2,6,40.65,909.24,4.8462,3,0,0,2.2086
3,1,28.082,570.96,4.4137,3,0,0,0.1042
3,2,188.11,570.96,3.6591,3,0,1,1.2109
3,3,270.84,570.96,4.4046,3,1,0,2.2467
3,4,2.3608,570.96,5.6691,3,1,1,2.8836
3,5,0.018957,570.96,6.4161,3,1,0,2.8441
3,6,8.1511,570.96,3.9486,2,0,0,1.4215
4,1,12.007,449.19,4.5249,2,0,0,0.30877
4,2,44.313,449.19,5.0397,2,0,1,0.58279
4,3,69.986,449.19,5.9497,3,1,0,2.2841
4,4,47.247,449.19,4.7364,0,1,1,2.8765
4,5,77.584,449.19,4.3867,4,1,0,2.2267
4,6,2.9916,449.19,3.9883,2,0,0,0.29353
5,1,731.77,1090,4.0296,2,0,0,1.7146
5,2,1.8709,1090,5.3685,2,0,1,2.24
5,3,241.91,1090,4.6721,2,1,0,1.7043
5,4,11.869,1090,4.555,3,1,1,2.3809
5,5,13.018,1090,5.4758,2,1,0,2.0361
5,6,4.197,1090,4.4388,3,0,0,1.1327
6,1,41.283,1048.8,4.7526,5,0,0,1.912
6,2,399.99,1048.8,3.84,1,0,1,0.21939
6,3,128.94,1048.8,4.1804,4,1,0,0.27315
6,4,12.914,1048.8,3.8817,0,1,1,1.1556
6,5,288.05,1048.8,4.8434,2,1,0,2.9089
6,6,1.4438,1048.8,5.0756,2,0,0,2.3719
7,1,8.1184,579.05,6.0634,2,0,0,2.8086
7,2,104.88,579.05,3.6356,4,0,1,0.024834
7,3,8.4303,579.05,5.2003,1,1,0,0.61503
7,4,43.024,579.05,4.5699,2,1,1,1.2009
7,5,194.44,579.05,6.1615,4,1,0,2.3489
7,6,37.57,579.05,3.8196,2,0,0,1.427
8,1,12.46,570.57,4.7354,1,0,0,1.2988
8,2,130.59,570.57,5.3794,2,0,1,1.43
8,3,103.65,570.57,5.7396,2,1,0,1.5526
8,4,39.108,570.57,5.4322,2,1,1,1.1469
8,5,70.094,570.57,5.2664,4,1,0,2.413
8,6,3.094,570.57,5.0566,4,0,0,0.99364
9,1,4.6943,1277.4,3.6424,3,0,0,0.10313
9,2,429.36,1277.4,4.0364,2,0,1,0.074149
9,3,143.55,1277.4,5.0555,3,1,0,0.27895
9,4,49.247,1277.4,4.7765,2,1,1,1.8614
9,5,445.23,1277.4,4.2481,4,1,0,0.31887
9,6,20.621,1277.4,5.9242,4,0,0,2.4229
10,1,0.66454,404.72,5.5529,2,0,0,2.1197
10,2,324.42,404.72,3.998,3,0,1,1.2741
10,3,46.222,404.72,4.4283,2,1,0,1.0856
10,4,4.6963,404.72,3.8177,2,1,1,0.9232
10,5,2.6912,404.72,4.3437,3,1,0,1.1897
10,6,0.69839,404.72,5.1964,3,0,0,0.52906
11,1,87.875,1239.7,4.5108,4,0,0,2.3372
11,2,427.72,1239.7,3.5448,2,0,1,0.89535
11,3,47.992,1239.7,3.3434,3,1,0,0.38904
11,4,5.6045,1239.7,5.1581,2,1,1,1.5108
11,5,160.25,1239.7,3.9773,3,1,0,0.096082
11,6,52.042,1239.7,4.8954,1,0,0,1.4533
12,1,1.147,890.06,3.7483,3,0,0,0.87966
12,2,158.54,890.06,4.9988,2,0,1,1.5764
12,3,606.9,890.06,3.9815,3,1,0,0.27268
12,4,4.7422,890.06,5.6488,1,1,1,2.0701
12,5,24.878,890.06,4.9469,4,1,0,0.14186
12,6,4.8182,890.06,4.6824,2,0,0,1.2207
13,1,317.27,944.5,4.9168,4,0,0,1.2355
13,2,9.3211,944.5,4.754,1,0,1,1.6523
13,3,246.01,944.5,5.4459,3,1,0,2.8327
13,4,45.278,944.5,4.795,3,1,1,2.669
13,5,109.21,944.5,3.3397,4,1,0,0.096911
13,6,9.6897,944.5,4.1273,3,0,0,1.0018
14,1,61.997,970.28,5.1833,4,0,0,1.514
14,2,66.271,970.28,5.0985,2,0,1,1.5867
14,3,29.869,970.28,6.2076,3,1,0,2.4807
14,4,29.738,970.28,3.307,2,1,1,0.6011
14,5,132.12,970.28,5.8006,3,1,0,2.9168
14,6,144.09,970.28,6.3569,3,0,0,2.7713
15,1,139.17,1111,4.932,3,0,0,1.9429
15,2,77.979,1111,5.183,1,0,1,0.77766
15,3,46.834,1111,5.5737,3,1,0,1.9987
15,4,465.72,1111,3.0965,2,1,1,0.10796
15,5,64.191,1111,4.7403,2,1,0,2.9095
15,6,22.782,1111,3.385,1,0,0,0.26727
16,1,15.205,1016.9,4.8469,4,0,0,2.7594
16,2,279.49,1016.9,4.6277,1,0,1,2.701
16,3,284.85,1016.9,5.1214,3,1,0,0.38139
16,4,88.908,1016.9,6.2262,3,1,1,2.6984
16,5,66.726,1016.9,4.9929,3,1,0,1.6739
16,6,2.015,1016.9,4.4006,3,0,0,2.0844
17,1,10.071,870.86,4.991,4,0,0,0.012043
17,2,95.503,870.86,3.6978,3,0,1,0.76409
17,3,100.52,870.86,4.9912,2,1,0,0.48706
17,4,13.17,870.86,5.0117,3,1,1,2.7093
17,5,315.62,870.86,5.2863,4,1,0,1.6972
17,6,6.1921,870.86,4.9605,2,0,0,0.91164
18,1,496.34,996.75,5.0668,2,0,0,0.69487
18,2,30.002,996.75,6.0312,3,0,1,2.0887
18,3,239.93,996.75,5.6153,1,1,0,1.6626
18,4,6.3943,996.75,3.0728,3,1,1,0.11161
18,5,1.6333,996.75,5.2868,2,1,0,2.6595
18,6,14.132,996.75,4.2115,1,0,0,1.0909
19,1,23.925,1224,6.009,2,0,0,2.5081
19,2,329.13,1224,5.4447,3,0,1,2.3095
19,3,240.94,1224,4.1307,3,1,0,0.3903
19,4,69.332,1224,6.1862,1,1,1,2.5496
19,5,14.342,1224,5.6208,1,1,0,1.8731
19,6,7.6188,1224,5.406,2,0,0,2.6844
20,1,16.963,856.06,5.1851,2,0,0,0.64543
20,2,201.03,856.06,5.4952,1,0,1,1.5445
20,3,95.054,856.06,5.7422,4,1,0,2.7976
20,4,19.397,856.06,4.7536,1,1,1,0.34048
20,5,93.998,856.06,3.8488,2,1,0,0.82858
20,6,12.704,856.06,4.656,2,0,0,0.66409
21,1,60.325,864.89,3.2486,1,0,0,0.20812
21,2,210.84,864.89,5.453,3,0,1,2.8325
21,3,100.08,864.89,3.9615,2,1,0,1.1735
21,4,6.1492,864.89,5.3771,1,1,1,2.5101
21,5,350.08,864.89,5.1477,4,1,0,0.49324
21,6,6.8941,864.89,5.5411,2,0,0,1.1269
22,1,67.893,1049.5,4.4868,3,0,0,0.86592
22,2,75.876,1049.5,4.3557,0,0,1,0.068805
22,3,6.5979,1049.5,5.3872,2,1,0,2.2735
22,4,43.317,1049.5,5.5662,3,1,1,1.7311
22,5,185.61,1049.5,4.3147,2,1,0,1.9349
22,6,6.9696,1049.5,5.374,1,0,0,1.1404
23,1,30.933,689.74,3.2448,0,0,0,0.14306
23,2,452.53,689.74,4.6564,3,0,1,1.6887
23,3,7.7905,689.74,5.2456,2,1,0,2.3266
23,4,23.999,689.74,6.0791,3,1,1,2.3149
23,5,27.704,689.74,4.471,0,1,0,2.1318
23,6,2.1378,689.74,4.0541,3,0,0,0.94458
24,1,13.852,360.61,5.8931,3,0,0,2.3789
24,2,10.29,360.61,5.1308,3,0,1,1.0154
24,3,9.7823,360.61,4.9717,2,1,0,2.6243
24,4,11.217,360.61,5.7523,3,1,1,2.5127
24,5,186.42,360.61,4.9532,3,1,0,2.332
24,6,40.893,360.61,4.5216,3,0,0,1.1737
